state_name,district_name,disability_type_name,age_group,male_count,female_count,total_count
Andaman And Nicobar Islands,North And Middle Andaman,Speech and Language Disability,15-35,30,31,61
Andaman And Nicobar Islands,North And Middle Andaman,Speech and Language Disability,35-60,22,6,28
Andaman And Nicobar Islands,North And Middle Andaman,Speech and Language Disability,6-15,11,6,17
Andaman And Nicobar Islands,North And Middle Andaman,Speech and Language Disability,60-80,3,0,3
Andaman And Nicobar Islands,North And Middle Andaman,Thalassemia,6-15,1,0,1
Andaman And Nicobar Islands,North And Middle Andaman,Thalassemia,35-60,0,1,1
Andaman And Nicobar Islands,North And Middle Andaman,Thalassemia,15-35,2,0,2
Andaman And Nicobar Islands,South Andamans,Acid Attack Victim,15-35,1,2,3
Andaman And Nicobar Islands,South Andamans,Acid Attack Victim,35-60,1,1,2
Andaman And Nicobar Islands,South Andamans,Acid Attack Victim,60-80,2,0,2
Andaman And Nicobar Islands,South Andamans,Autism Spectrum Disorder,6-15,18,4,22
Andaman And Nicobar Islands,South Andamans,Autism Spectrum Disorder,35-60,0,1,1
Andaman And Nicobar Islands,South Andamans,Autism Spectrum Disorder,15-35,3,0,3
Andaman And Nicobar Islands,South Andamans,Autism Spectrum Disorder,0-6,4,1,5
Andaman And Nicobar Islands,South Andamans,Blindness,80+,1,0,1
Andaman And Nicobar Islands,South Andamans,Blindness,60-80,16,13,29
Andaman And Nicobar Islands,South Andamans,Blindness,6-15,4,3,7
Andaman And Nicobar Islands,South Andamans,Blindness,35-60,69,73,142
Andaman And Nicobar Islands,South Andamans,Blindness,15-35,42,31,73
Andaman And Nicobar Islands,South Andamans,Blindness,0-6,2,2,4
Andaman And Nicobar Islands,South Andamans,Cerebral Palsy,80+,1,0,1
Andaman And Nicobar Islands,South Andamans,Cerebral Palsy,60-80,9,2,11
Andaman And Nicobar Islands,South Andamans,Cerebral Palsy,6-15,11,10,21
Andaman And Nicobar Islands,South Andamans,Cerebral Palsy,35-60,32,21,53
Andaman And Nicobar Islands,South Andamans,Cerebral Palsy,15-35,37,28,65
Andaman And Nicobar Islands,South Andamans,Cerebral Palsy,0-6,2,1,3
Andaman And Nicobar Islands,South Andamans,Chronic Neurological Conditions,15-35,6,2,8
Andaman And Nicobar Islands,South Andamans,Chronic Neurological Conditions,35-60,7,6,13
Andaman And Nicobar Islands,South Andamans,Chronic Neurological Conditions,60-80,4,2,6
Andaman And Nicobar Islands,South Andamans,Dwarfism,60-80,0,1,1
Andaman And Nicobar Islands,South Andamans,Dwarfism,35-60,5,3,8
Andaman And Nicobar Islands,South Andamans,Dwarfism,15-35,6,4,10
Andaman And Nicobar Islands,South Andamans,Hearing Impairment,0-6,4,2,6
Andaman And Nicobar Islands,South Andamans,Hearing Impairment,15-35,84,66,150
Andaman And Nicobar Islands,South Andamans,Hearing Impairment,35-60,127,92,219
Andaman And Nicobar Islands,South Andamans,Hearing Impairment,6-15,18,13,31
Andaman And Nicobar Islands,South Andamans,Hearing Impairment,60-80,64,25,89
Andaman And Nicobar Islands,South Andamans,Hearing Impairment,80+,6,3,9
Andaman And Nicobar Islands,South Andamans,Hemophilia,0-6,1,0,1
Andaman And Nicobar Islands,South Andamans,Hemophilia,15-35,2,0,2
Andaman And Nicobar Islands,South Andamans,Hemophilia,35-60,3,1,4
Andaman And Nicobar Islands,South Andamans,Hemophilia,6-15,1,0,1
Andaman And Nicobar Islands,South Andamans,Hemophilia,80+,1,0,1
Andaman And Nicobar Islands,South Andamans,Intellectual Disability,0-6,16,8,24
Andaman And Nicobar Islands,South Andamans,Intellectual Disability,60-80,0,1,1
Andaman And Nicobar Islands,South Andamans,Intellectual Disability,6-15,95,45,140
Andaman And Nicobar Islands,South Andamans,Intellectual Disability,35-60,38,30,68
Andaman And Nicobar Islands,South Andamans,Intellectual Disability,15-35,132,90,222
Andaman And Nicobar Islands,South Andamans,Leprosy cured,35-60,2,0,2
Andaman And Nicobar Islands,South Andamans,Leprosy cured,60-80,1,0,1
Andaman And Nicobar Islands,South Andamans,Locomotor Disability,35-60,553,249,802
Andaman And Nicobar Islands,South Andamans,Locomotor Disability,6-15,30,18,48
Andaman And Nicobar Islands,South Andamans,Locomotor Disability,60-80,173,48,221
Andaman And Nicobar Islands,South Andamans,Locomotor Disability,80+,7,3,10
Andaman And Nicobar Islands,South Andamans,Locomotor Disability,0-6,7,9,16
Andaman And Nicobar Islands,South Andamans,Locomotor Disability,15-35,197,108,305
Andaman And Nicobar Islands,South Andamans,Low Vision,35-60,17,11,28
Andaman And Nicobar Islands,South Andamans,Low Vision,15-35,19,12,31
Andaman And Nicobar Islands,South Andamans,Low Vision,6-15,1,1,2
Andaman And Nicobar Islands,South Andamans,Low Vision,60-80,2,3,5
Andaman And Nicobar Islands,South Andamans,Mental Illness,60-80,3,3,6
Andaman And Nicobar Islands,South Andamans,Mental Illness,35-60,77,68,145
Andaman And Nicobar Islands,South Andamans,Mental Illness,15-35,193,134,327
Andaman And Nicobar Islands,South Andamans,Mental Illness,0-6,2,3,5
Andaman And Nicobar Islands,South Andamans,Mental Illness,6-15,78,44,123
Andaman And Nicobar Islands,South Andamans,Multiple Disabilities,6-15,8,3,11
Andaman And Nicobar Islands,South Andamans,Multiple Disabilities,35-60,3,5,8
Andaman And Nicobar Islands,South Andamans,Multiple Disabilities,15-35,7,6,13
Andaman And Nicobar Islands,South Andamans,Multiple Disabilities,0-6,6,6,12
Andaman And Nicobar Islands,South Andamans,Multiple Disabilities,60-80,1,2,3
Andaman And Nicobar Islands,South Andamans,Multiple Sclerosis,15-35,0,1,1
Andaman And Nicobar Islands,South Andamans,Multiple Sclerosis,35-60,2,2,4
Andaman And Nicobar Islands,South Andamans,Muscular Dystrophy,80+,1,0,1
Andaman And Nicobar Islands,South Andamans,Muscular Dystrophy,60-80,10,5,15
Andaman And Nicobar Islands,South Andamans,Muscular Dystrophy,6-15,4,0,4
Andaman And Nicobar Islands,South Andamans,Muscular Dystrophy,35-60,32,22,54
Andaman And Nicobar Islands,South Andamans,Muscular Dystrophy,15-35,16,9,25
Andaman And Nicobar Islands,South Andamans,Parkinson's Disease,15-35,1,0,1
Andaman And Nicobar Islands,South Andamans,Parkinson's Disease,35-60,1,1,2
Andaman And Nicobar Islands,South Andamans,Sickle Cell Disease,35-60,0,1,1
Andaman And Nicobar Islands,South Andamans,Sickle Cell Disease,15-35,0,1,1
Andaman And Nicobar Islands,South Andamans,Specific Learning Disabilities,15-35,1,0,1
Andaman And Nicobar Islands,South Andamans,Specific Learning Disabilities,35-60,1,0,1
Andaman And Nicobar Islands,South Andamans,Specific Learning Disabilities,0-6,0,1,1
Andaman And Nicobar Islands,South Andamans,Speech and Language Disability,60-80,1,2,3
Andaman And Nicobar Islands,South Andamans,Speech and Language Disability,35-60,36,15,51
Andaman And Nicobar Islands,South Andamans,Speech and Language Disability,15-35,24,15,39
Andaman And Nicobar Islands,South Andamans,Speech and Language Disability,6-15,8,4,12
Andaman And Nicobar Islands,South Andamans,Thalassemia,0-6,1,0,1
Andaman And Nicobar Islands,South Andamans,Thalassemia,15-35,2,2,4
Andaman And Nicobar Islands,South Andamans,Thalassemia,35-60,1,2,3
Andaman And Nicobar Islands,South Andamans,Thalassemia,6-15,1,0,1
Andhra Pradesh,Alluri Sitharama Raju,Hearing Impairment,35-60,1,0,1
Andhra Pradesh,Alluri Sitharama Raju,Locomotor Disability,15-35,1,0,1
Andhra Pradesh,Anakapalli,Acid Attack Victim,15-35,1,0,1
Andhra Pradesh,Anakapalli,Blindness,15-35,1,2,3
Andhra Pradesh,Anakapalli,Blindness,35-60,1,0,1
Andhra Pradesh,Anakapalli,Blindness,6-15,1,3,4
Andhra Pradesh,Anakapalli,Cerebral Palsy,6-15,7,4,11
Andhra Pradesh,Anakapalli,Cerebral Palsy,15-35,3,3,6
Andhra Pradesh,Anakapalli,Cerebral Palsy,0-6,1,0,1
Andhra Pradesh,Anakapalli,Hearing Impairment,15-35,2,3,5
Andhra Pradesh,Anakapalli,Hearing Impairment,6-15,12,7,19
Andhra Pradesh,Anakapalli,Intellectual Disability,15-35,9,4,13
Andhra Pradesh,Anakapalli,Intellectual Disability,6-15,20,16,36
Andhra Pradesh,Anakapalli,Locomotor Disability,6-15,8,7,15
Andhra Pradesh,Anakapalli,Locomotor Disability,35-60,5,0,5
Andhra Pradesh,Anakapalli,Locomotor Disability,15-35,3,5,8
Andhra Pradesh,Anakapalli,Locomotor Disability,0-6,1,0,1
Andhra Pradesh,Anakapalli,Low Vision,60-80,1,1,2
Andhra Pradesh,Anakapalli,Low Vision,6-15,0,1,1
Andhra Pradesh,Anakapalli,Low Vision,35-60,1,0,1
Andhra Pradesh,Anakapalli,Low Vision,15-35,0,1,1
Andhra Pradesh,Anakapalli,Mental Illness,0-6,1,0,1
Andhra Pradesh,Anakapalli,Mental Illness,15-35,8,1,9
Andhra Pradesh,Anakapalli,Mental Illness,6-15,10,11,21
Andhra Pradesh,Anakapalli,Multiple Disabilities,6-15,1,0,1
Andhra Pradesh,Anakapalli,Multiple Disabilities,0-6,1,0,1
Andhra Pradesh,Anakapalli,Muscular Dystrophy,6-15,2,2,4
Andhra Pradesh,Ananthapuramu,Acid Attack Victim,15-35,1,0,1
Andhra Pradesh,Ananthapuramu,Acid Attack Victim,35-60,1,0,1
Andhra Pradesh,Ananthapuramu,Autism Spectrum Disorder,0-6,1,0,1
Andhra Pradesh,Ananthapuramu,Blindness,80+,140,99,239
Andhra Pradesh,Ananthapuramu,Blindness,60-80,1625,1085,2710
Andhra Pradesh,Ananthapuramu,Blindness,35-60,3972,2306,6278
Andhra Pradesh,Ananthapuramu,Blindness,15-35,1420,997,2417
Andhra Pradesh,Ananthapuramu,Blindness,0-6,18,20,38
Andhra Pradesh,Ananthapuramu,Blindness,6-15,211,138,349
Andhra Pradesh,Ananthapuramu,Cerebral Palsy,60-80,0,1,1
Andhra Pradesh,Ananthapuramu,Cerebral Palsy,15-35,3,0,3
Andhra Pradesh,Ananthapuramu,Cerebral Palsy,35-60,1,0,1
Andhra Pradesh,Ananthapuramu,Cerebral Palsy,6-15,11,3,14
Andhra Pradesh,Ananthapuramu,Chronic Neurological Conditions,15-35,1,1,2
Andhra Pradesh,Ananthapuramu,Dwarfism,35-60,2,0,2
Andhra Pradesh,Ananthapuramu,Dwarfism,15-35,1,0,1
Andhra Pradesh,Ananthapuramu,Hearing Impairment,60-80,1578,1067,2645
Andhra Pradesh,Ananthapuramu,Hearing Impairment,6-15,329,265,594
Andhra Pradesh,Ananthapuramu,Hearing Impairment,35-60,3666,3648,7314
Andhra Pradesh,Ananthapuramu,Hearing Impairment,15-35,1632,1560,3192
Andhra Pradesh,Ananthapuramu,Hearing Impairment,0-6,46,40,86
Andhra Pradesh,Ananthapuramu,Hearing Impairment,80+,98,55,153
Andhra Pradesh,Ananthapuramu,Hemophilia,35-60,1,0,1
Andhra Pradesh,Ananthapuramu,Hemophilia,15-35,3,0,3
Andhra Pradesh,Ananthapuramu,Intellectual Disability,60-80,94,58,152
Andhra Pradesh,Ananthapuramu,Intellectual Disability,6-15,1077,751,1828
Andhra Pradesh,Ananthapuramu,Intellectual Disability,35-60,1279,1141,2420
Andhra Pradesh,Ananthapuramu,Intellectual Disability,15-35,2824,2366,5190
Andhra Pradesh,Ananthapuramu,Intellectual Disability,0-6,161,84,245
Andhra Pradesh,Ananthapuramu,Intellectual Disability,80+,2,1,3
Andhra Pradesh,Ananthapuramu,Locomotor Disability,80+,509,229,738
Andhra Pradesh,Ananthapuramu,Locomotor Disability,60-80,7812,3992,11804
Andhra Pradesh,Ananthapuramu,Locomotor Disability,6-15,1283,810,2093
Andhra Pradesh,Ananthapuramu,Locomotor Disability,35-60,21882,11598,33480
Andhra Pradesh,Ananthapuramu,Locomotor Disability,15-35,6955,4459,11414
Andhra Pradesh,Ananthapuramu,Locomotor Disability,0-6,244,170,414
Andhra Pradesh,Ananthapuramu,Low Vision,60-80,142,78,220
Andhra Pradesh,Ananthapuramu,Low Vision,80+,8,5,13
Andhra Pradesh,Ananthapuramu,Low Vision,35-60,459,220,679
Andhra Pradesh,Ananthapuramu,Low Vision,15-35,170,98,268
Andhra Pradesh,Ananthapuramu,Low Vision,0-6,2,2,4
Andhra Pradesh,Ananthapuramu,Low Vision,6-15,46,34,80
Andhra Pradesh,Ananthapuramu,Mental Illness,80+,1,2,3
Andhra Pradesh,Ananthapuramu,Mental Illness,60-80,94,114,208
Andhra Pradesh,Ananthapuramu,Mental Illness,6-15,38,26,64
Andhra Pradesh,Ananthapuramu,Mental Illness,35-60,937,750,1687
Andhra Pradesh,Ananthapuramu,Mental Illness,15-35,357,316,673
Andhra Pradesh,Ananthapuramu,Multiple Disabilities,0-6,1,0,1
Andhra Pradesh,Ananthapuramu,Multiple Disabilities,15-35,17,15,32
Andhra Pradesh,Ananthapuramu,Multiple Disabilities,35-60,7,4,11
Andhra Pradesh,Ananthapuramu,Multiple Disabilities,6-15,6,5,11
Andhra Pradesh,Ananthapuramu,Multiple Disabilities,60-80,2,2,4
Andhra Pradesh,Ananthapuramu,Muscular Dystrophy,6-15,0,1,1
Andhra Pradesh,Ananthapuramu,Muscular Dystrophy,35-60,0,1,1
Andhra Pradesh,Ananthapuramu,Muscular Dystrophy,15-35,3,0,3
Andhra Pradesh,Ananthapuramu,Specific Learning Disabilities,15-35,2,0,2
Andhra Pradesh,Ananthapuramu,Specific Learning Disabilities,6-15,1,0,1
Andhra Pradesh,Ananthapuramu,Speech and Language Disability,15-35,1,0,1
Andhra Pradesh,Ananthapuramu,Speech and Language Disability,6-15,2,0,2
Andhra Pradesh,Annamayya,Blindness,15-35,1,0,1
Andhra Pradesh,Annamayya,Blindness,35-60,3,3,6
Andhra Pradesh,Annamayya,Blindness,6-15,0,1,1
Andhra Pradesh,Annamayya,Cerebral Palsy,15-35,1,0,1
Andhra Pradesh,Annamayya,Hearing Impairment,15-35,1,4,5
Andhra Pradesh,Annamayya,Hearing Impairment,6-15,2,0,2
Andhra Pradesh,Annamayya,Intellectual Disability,15-35,4,0,4
Andhra Pradesh,Annamayya,Intellectual Disability,6-15,3,0,3
Andhra Pradesh,Annamayya,Locomotor Disability,15-35,8,1,9
Andhra Pradesh,Annamayya,Locomotor Disability,35-60,8,2,10
Andhra Pradesh,Annamayya,Low Vision,6-15,1,0,1
Andhra Pradesh,Annamayya,Mental Illness,60-80,0,1,1
Andhra Pradesh,Annamayya,Mental Illness,6-15,2,0,2
Andhra Pradesh,Annamayya,Mental Illness,35-60,2,1,3
Andhra Pradesh,Annamayya,Mental Illness,15-35,5,1,6
Andhra Pradesh,Annamayya,Multiple Disabilities,15-35,0,1,1
Andhra Pradesh,Annamayya,Multiple Disabilities,35-60,1,0,1
Andhra Pradesh,Annamayya,Specific Learning Disabilities,15-35,0,1,1
Andhra Pradesh,Annamayya,Speech and Language Disability,15-35,0,2,2
Andhra Pradesh,Bapatla,Autism Spectrum Disorder,0-6,1,0,1
Andhra Pradesh,Bapatla,Cerebral Palsy,15-35,1,0,1
Andhra Pradesh,Bapatla,Intellectual Disability,15-35,0,1,1
Andhra Pradesh,Bapatla,Intellectual Disability,0-6,1,0,1
Andhra Pradesh,Bapatla,Locomotor Disability,35-60,1,0,1
Andhra Pradesh,Bapatla,Mental Illness,15-35,0,1,1
Andhra Pradesh,Bapatla,Speech and Language Disability,0-6,1,0,1
Andhra Pradesh,Chittoor,Autism Spectrum Disorder,15-35,3,0,3
Andhra Pradesh,Chittoor,Autism Spectrum Disorder,35-60,1,0,1
Andhra Pradesh,Chittoor,Autism Spectrum Disorder,6-15,1,2,3
Andhra Pradesh,Chittoor,Blindness,80+,204,103,307
Andhra Pradesh,Chittoor,Blindness,60-80,1506,682,2188
Andhra Pradesh,Chittoor,Blindness,6-15,167,126,293
Andhra Pradesh,Chittoor,Blindness,35-60,2986,1405,4391
Andhra Pradesh,Chittoor,Blindness,15-35,1110,683,1793
Andhra Pradesh,Chittoor,Blindness,0-6,15,10,25
Andhra Pradesh,Chittoor,Cerebral Palsy,60-80,1,0,1
Andhra Pradesh,Chittoor,Cerebral Palsy,6-15,20,12,32
Andhra Pradesh,Chittoor,Cerebral Palsy,35-60,3,2,5
Andhra Pradesh,Chittoor,Cerebral Palsy,15-35,13,6,19
Andhra Pradesh,Chittoor,Cerebral Palsy,0-6,0,1,1
Andhra Pradesh,Chittoor,Chronic Neurological Conditions,60-80,1,0,1
Andhra Pradesh,Chittoor,Chronic Neurological Conditions,15-35,2,0,2
Andhra Pradesh,Chittoor,Chronic Neurological Conditions,35-60,0,1,1
Andhra Pradesh,Chittoor,Dwarfism,15-35,1,0,1
Andhra Pradesh,Chittoor,Dwarfism,35-60,1,0,1
Andhra Pradesh,Chittoor,Hearing Impairment,80+,392,187,579
Andhra Pradesh,Chittoor,Hearing Impairment,60-80,2413,1316,3729
Andhra Pradesh,Chittoor,Hearing Impairment,6-15,335,283,618
Andhra Pradesh,Chittoor,Hearing Impairment,35-60,3701,2768,6469
Andhra Pradesh,Chittoor,Hearing Impairment,15-35,1676,1382,3058
Andhra Pradesh,Chittoor,Hearing Impairment,0-6,60,47,107
Andhra Pradesh,Chittoor,Hemophilia,6-15,1,0,1
Andhra Pradesh,Chittoor,Intellectual Disability,80+,5,2,7
Andhra Pradesh,Chittoor,Intellectual Disability,60-80,91,43,134
Andhra Pradesh,Chittoor,Intellectual Disability,6-15,1116,721,1837
Andhra Pradesh,Chittoor,Intellectual Disability,35-60,1012,790,1802
Andhra Pradesh,Chittoor,Intellectual Disability,15-35,2581,1915,4496
Andhra Pradesh,Chittoor,Intellectual Disability,0-6,130,90,220
Andhra Pradesh,Chittoor,Leprosy cured,60-80,1,0,1
Andhra Pradesh,Chittoor,Locomotor Disability,35-60,23276,9566,32842
Andhra Pradesh,Chittoor,Locomotor Disability,15-35,6083,3219,9302
Andhra Pradesh,Chittoor,Locomotor Disability,0-6,195,135,330
Andhra Pradesh,Chittoor,Locomotor Disability,80+,1086,478,1564
Andhra Pradesh,Chittoor,Locomotor Disability,60-80,10361,4371,14732
Andhra Pradesh,Chittoor,Locomotor Disability,6-15,1206,758,1964
Andhra Pradesh,Chittoor,Low Vision,80+,19,18,37
Andhra Pradesh,Chittoor,Low Vision,60-80,158,76,234
Andhra Pradesh,Chittoor,Low Vision,6-15,30,26,56
Andhra Pradesh,Chittoor,Low Vision,35-60,311,148,459
Andhra Pradesh,Chittoor,Low Vision,15-35,112,84,196
Andhra Pradesh,Chittoor,Mental Illness,80+,14,4,18
Andhra Pradesh,Chittoor,Mental Illness,60-80,223,195,418
Andhra Pradesh,Chittoor,Mental Illness,6-15,38,24,62
Andhra Pradesh,Chittoor,Mental Illness,35-60,1625,1100,2725
Andhra Pradesh,Chittoor,Mental Illness,15-35,655,545,1200
